code,name,Philosophical Inquiry and Life's Meanings,Aesthetic Exploration,Historical Consciousness,Scientific Inquiry I,Social Inquiry I,Scientific Inquiry II,Social Inquiry II,Quantitative Reasoning I,Quantitative Reasoning II,The Individual in Community,Global Citizenship and Intercultural Literacy,Ethical Reasoning,First-Year Writing Seminar,"Writing, Research, and Inquiry",Writing-Intensive Course,Oral and/or Signed Communication,Digital/Multimedia Expression,Critical Thinking,Research and Information Literacy,Teamwork/Collaboration,Creativity/Innovation
QST FE 829,"Futures, Options and Financial Risk Management",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST FE 833,ESG Equity Investing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST FE 850,Private Equity: Leveraged Buyouts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST FE 854,Entrepreneurial Finance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST FE 870,Analysis and Management of Financial Risk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST FE 875,Advanced Valuation Methods (Valuation Boot Camp),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST FE 895,Action Learning Directed Study in Finance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST FE 898,Directed Study: Finance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST FE 899,Directed Study: Finance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST FE 918,Doctoral Seminar in Finance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST FE 920,Advanced Capital Markets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST FE 998,Directed Study: Finance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST FE 999,Directed Study: Finance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST HM 703,Health Sector Issues and Opportunities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST HM 710,"Health Service Delivery: Strategies, Solutions and Execution",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST HM 717,"Drugs, Devices, and Diagnostics: New Challenges, Strategies, and Execution",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST HM 801,Bench-to-Bedside: Translating Biomedical Innovation from the Laboratory to the Marketplace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST HM 817,Advances in Digital Health,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST HM 820,"Strategy, Economics, and Policy in the Health Sector",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST HM 833,Health Sector Marketing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST HM 840,Health Sector Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST HM 848,Driving Health Sector Innovation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST HM 895,Action Learning Directed Study in Health Sector Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST HM 898,Directed Study: Health Care Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST HM 899,Directed Study: Health Care Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST HM 998,Directed Study: Health Care Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST HM 999,Directed Study: Health Care Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IM 345,Global Business Environment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IM 430,Managing in a Global Environment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IM 445,Multinational Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IM 475,Global Management Experience,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
QST IM 498,Directed Study: International Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IM 843,Leading Global Teams Immersion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IM 851,The Management of Luxury Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IM 858,Global Field Seminar: Pursuing Sustainability in Developing Economies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IM 860,Social Impact Field Seminar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IM 885,International Management Field Seminar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IS 223,Information Systems and Emerging Technologies in Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IS 428,Managing Information Security,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IS 467,Agile Development Methodologies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IS 469,Designing Information Systems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IS 474,Platform Strategy and Design,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IS 498,Directed Study: Management Information Systems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IS 565,Managing Data Resources,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IS 579,Financial Business Modeling with Spreadsheets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IS 717,Systems Architecture in Management and Applications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IS 737,Decision Making with Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IS 795,Blockchains and their Applications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IS 811,Responsible AI for Business Analytics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IS 813,Generative AI: Implementation and Impact for Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IS 823,Analytics for Managers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IS 827,Platform Strategy and Design,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IS 828,Managing Information Security,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IS 833,Introduction to Data Analytics in Python,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IS 834,Introduction to Python for Data Analytics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IS 843,Big Data Analytics for Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IS 853,Business Insights through Text,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IS 854,Digital Strategy for Business Leaders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IS 858,Agile Project Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IS 860,Analytics Consulting: Data-Driven Business Solutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IS 863,Integration of Generative AI in Business Practice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IS 879,Business Modeling with Spreadsheets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IS 883,Deploying Generative AI in the Enterprise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IS 889,Data Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IS 890,Creating Successful Digital Products & Experiences,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IS 895,Action Learning Directed Study in Information Systems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IS 898,Directed Study: Info Systems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IS 899,Directed Study: Info Systems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IS 911,Generative AI & Causal Inference with Text,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IS 912,Platform Strategy & Design,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IS 919,Research Seminar 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IS 990,Current Topics Seminar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IS 998,Directed Study: Info Systems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST IS 999,Directed Study: Info Systems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST LA 245,"Business Law, Contracts, and Regulation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST LA 343,Discrimination and the Law: Implications for Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST LA 346,"Business, Justice, and Responsibility",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QST LA 355,Employment Law and Public Policy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
