code,name,Philosophical Inquiry and Life's Meanings,Aesthetic Exploration,Historical Consciousness,Scientific Inquiry I,Social Inquiry I,Scientific Inquiry II,Social Inquiry II,Quantitative Reasoning I,Quantitative Reasoning II,The Individual in Community,Global Citizenship and Intercultural Literacy,Ethical Reasoning,First-Year Writing Seminar,"Writing, Research, and Inquiry",Writing-Intensive Course,Oral and/or Signed Communication,Digital/Multimedia Expression,Critical Thinking,Research and Information Literacy,Teamwork/Collaboration,Creativity/Innovation
MET MG 493,DIRECTED STUDY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET MG 495,DIRECTED STUDY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET MG 503,Business in a Changing Society,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET MG 515,Negotiations and Organizational Conflict Resolution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET MG 520,International Business Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET MG 521,Organizational Behavior and Development,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET MG 522,Consumer Behavior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET MG 523,Marketing Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET MG 530,Business Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET MG 541,The Innovation Process: Developing New Products and Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MET MG 545,American Institutions and Culture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET MG 550,International Business Law and Regulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET MG 606,Internship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 441,Anthropology of Food,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
MET ML 565,Food Marketing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 610,Special Topics in Gastronomy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 611,Archaeology of Food in Ancient Times,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 612,Pots and Pans: Material Culture of Food,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 613,Debating Diet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 614,Philosophy of Food,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 615,Reading and Writing the Food Memoir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 619,The Science of Food and Cooking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 620,Food and Literature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 622,History of Food,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 623,Food and Museums,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 625,Wild and Foraged Foods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 626,"Food Waste: Scope, Scale, & Signals for Sustainable Change",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 629,Culture and Cuisine of the African Diaspora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 630,Cookbooks and History,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 631,Culture and Cuisine: France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 632,History of Wine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 634,Culture and Cuisine of China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 636,Culture and Cuisine: Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 638,Culture and Cuisine: New England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 641,Anthropology of Food,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
MET ML 642,Food Ethnography,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 649,Fundamentals of Wine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 650,The Foundation of Beer and Spirits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 651,Fundamentals of Wine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 652,Comprehensive Survey of Wine: Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 653,Comprehensive Survey of Wine: The World,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 654,Current Topics in Wine Studies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 655,Launching a Food Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 657,Advanced Wine Tasting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 658,Introduction to Winemaking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 671,Food and Visual Culture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 672,Food and Art,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 673,Survey of Food and Film,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 681,Food Writing for the Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 692,Evaluating and Developing Markets for Culinary Tourism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 698,Cook Like a Pro: Mastering Culinary Essentials,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 699,Bake Like a Pro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 700,Professional Program in the Culinary Arts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 701,Introduction to Gastronomy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 702,Special Topics in Food & Wine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 703,Professional Program in the Pastry Arts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 704,Special Topics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 705,Artisan Cheeses of the World,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 706,Food and Gender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 707,Directed Study,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 708,Directed Study,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 709,Directed Study,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 711,The Many Meanings of Meat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 713,Agricultural History,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 714,Urban Agriculture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 715,Food and the Senses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 716,Sociology of Taste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 719,"Food Values: Local to Global Food Policy, Practice, and Performance",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 720,Food Policy and Food Systems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 721,US Food Policy and Culture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 722,Studies in Food Activism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 723,Sustainable Food Systems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 724,"Culture, Food, and Politics of American Latinos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 730,Pastry Arts Level 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 731,Culinary Arts Level 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 801,Master's Thesis 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET ML 803,Master's Thesis 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET PH 101,Basic Problems of Philosophy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET PH 110,Great Philosophers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET PH 150,Introduction to Ethics,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
MET PH 155,Politics and Philosophy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET PH 160,Reasoning and Argumentation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET PH 248,Existentialism,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
MET PS 101,General Psychology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET PS 222,Creativity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET PS 234,Psychology of Learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET PS 241,Developmental Psychology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET PS 251,Psychology of Personality,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET PS 253,Psychology of Dreams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET PS 261,Social Psychology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET PS 273,Introduction to Clinical Psychology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET PS 275,Principles of Counseling and Motivational Interviewing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET PS 295,Psychology and Film: Images of Madness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET PS 300,Applied Social Science Theory,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MET PS 302,Women and Health in the Twenty-First Century,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET PS 320,Play and Art Therapy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET PS 323,Experimental Psychology: Learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET PS 324,Experimental Psychology: Developmental,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET PS 325,Experimental Psychology: Personality,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET PS 326,Experimental Psychology: Social,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET PS 330,Leadership in the Workplace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET PS 333,DRUGS & BEHAVR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET PS 335,How the Brain Works: An Introduction to Neuropsychology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET PS 340,Business and Organizational Psychology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET PS 350,Depression and Disorders of Mood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET PS 366,The Psychological Unconscious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET PS 371,"Mental Health, Diagnosis, and Wellbeing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET PS 401,Psychological Perspectives on Self and Identity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET PS 404,Senior Seminar in Psychology and Culture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET PS 472,Psychology of Women,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET PS 510,Special Topics in Psychology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET PS 512,Sexual Violence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET PS 515,"Introduction to Forensic Psychology: Methods, Practice, and Theory",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET PS 520,Violence and Trauma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET PS 592,Positive Psychology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET PS 599,Capstone in Applied Social Science,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
MET PY 105,Elementary Physics,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
MET PY 106,Elementary Physics,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
MET PY 211,General Physics,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
MET PY 212,General Physics II,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
MET SO 100,Principles of Sociology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET SO 201,Sociological Methods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET SO 203,Sociological Theories,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET SO 300,Applied Social Science Theory,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MET SO 302,Women and Health in the Twenty-First Century,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET SO 310,Business and the Social Environment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET SO 311,Religion and Society,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET SO 335,"Technology, Environment, and Society",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET SO 501,Special Topics in Sociology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET SO 511,Understanding Moral Panics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET UA 300,Applied Social Science Theory,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MET UA 301,Introduction to Urban Affairs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET UA 403,Boston Urban Seminar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET UA 409,Urban Affairs Senior Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET UA 501,Undergraduate Directed Study,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET UA 503,Housing and Community Development,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET UA 505,Urban Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET UA 508,Real Estate Development,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET UA 510,Selected Topics in Urban Affairs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET UA 515,"History, Theory and Planning Practice",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET UA 521,"Environmental Law, Policy, and Justice",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET UA 526,Multi-modal Transportation Planning and Design,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET UA 527,Feeding the City: Urban Food,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET UA 549,Planning Sustainable and Climate Adapted Urban Futures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET UA 551,Policy Responses to Urban Issues,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET UA 579,Urban Economics and Public Finance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET UA 589,Research and Evaluation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET UA 591,Applied Analytical Methods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET UA 592,Land Use and Planning Law,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET UA 598,Foundations of GIS and Spatial Analysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET UA 604,Urban Political Decision-Making: Citizen Participation in the Planning Process,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET UA 613,Urban Design and Development,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET UA 617,Actionable Sustainability,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET UA 619,Urban Transportation Policy and Planning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET UA 642,Geospatial Intelligence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET UA 664,Planning and the Development Process,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET UA 756,Capstone 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET UA 757,Capstone 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET UA 801,Graduate Directed Study in Urban Affairs and Planning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET UA 802,Graduate Directed Study in Urban Affairs and Planning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET UA 804,Supervised Fieldwork,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MET UA 808,Supervised Fieldwork 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
